ID,lat,long
3230,65,217.5
3231,62.5,217.5
3232,60,217.5
3233,57.5,217.5
3234,55,217.5
3235,52.5,217.5
3236,50,217.5
3237,47.5,217.5
3238,45,217.5
3239,42.5,217.5
3240,40,217.5
3241,37.5,217.5
3242,35,217.5
3243,32.5,217.5
3244,30,217.5
3245,27.5,217.5
3246,25,217.5
3247,22.5,217.5
3248,20,217.5
3249,17.5,217.5
3250,15,217.5
3251,12.5,217.5
3252,10,217.5
3253,7.5,217.5
3254,5,217.5
3255,2.5,217.5
3256,0,217.5
3257,90,220
3258,87.5,220
3259,85,220
3260,82.5,220
3261,80,220
3262,77.5,220
3263,75,220
3264,72.5,220
3265,70,220
3266,67.5,220
3267,65,220
3268,62.5,220
3269,60,220
3270,57.5,220
3271,55,220
3272,52.5,220
3273,50,220
3274,47.5,220
3275,45,220
3276,42.5,220
3277,40,220
3278,37.5,220
3279,35,220
3280,32.5,220
3281,30,220
3282,27.5,220
3283,25,220
3284,22.5,220
3285,20,220
3286,17.5,220
3287,15,220
3288,12.5,220
3289,10,220
3290,7.5,220
3291,5,220
3292,2.5,220
3293,0,220
3294,90,222.5
3295,87.5,222.5
3296,85,222.5
3297,82.5,222.5
3298,80,222.5
3299,77.5,222.5
3300,75,222.5
3301,72.5,222.5
3302,70,222.5
3303,67.5,222.5
3304,65,222.5
3305,62.5,222.5
3306,60,222.5
3307,57.5,222.5
3308,55,222.5
3309,52.5,222.5
3310,50,222.5
3311,47.5,222.5
3312,45,222.5
3313,42.5,222.5
3314,40,222.5
3315,37.5,222.5
3316,35,222.5
3317,32.5,222.5
3318,30,222.5
3319,27.5,222.5
3320,25,222.5
3321,22.5,222.5
3322,20,222.5
3323,17.5,222.5
3324,15,222.5
3325,12.5,222.5
3326,10,222.5
3327,7.5,222.5
3328,5,222.5
3329,2.5,222.5
3330,0,222.5
3331,90,225
3332,87.5,225
3333,85,225
3334,82.5,225
3335,80,225
3336,77.5,225
3337,75,225
3338,72.5,225
3339,70,225
3340,67.5,225
3341,65,225
3342,62.5,225
3343,60,225
3344,57.5,225
3345,55,225
3346,52.5,225
3347,50,225
3348,47.5,225
3349,45,225
3350,42.5,225
3351,40,225
3352,37.5,225
3353,35,225
3354,32.5,225
3355,30,225
3356,27.5,225
3357,25,225
3358,22.5,225
3359,20,225
3360,17.5,225
3361,15,225
3362,12.5,225
3363,10,225
3364,7.5,225
3365,5,225
3366,2.5,225
3367,0,225
3368,90,227.5
3369,87.5,227.5
3370,85,227.5
3371,82.5,227.5
3372,80,227.5
3373,77.5,227.5
3374,75,227.5
3375,72.5,227.5
3376,70,227.5
3377,67.5,227.5
3378,65,227.5
3379,62.5,227.5
3380,60,227.5
3381,57.5,227.5
3382,55,227.5
3383,52.5,227.5
3384,50,227.5
3385,47.5,227.5
3386,45,227.5
3387,42.5,227.5
3388,40,227.5
3389,37.5,227.5
3390,35,227.5
3391,32.5,227.5
3392,30,227.5
3393,27.5,227.5
3394,25,227.5
3395,22.5,227.5
3396,20,227.5
3397,17.5,227.5
3398,15,227.5
3399,12.5,227.5
3400,10,227.5
3401,7.5,227.5
3402,5,227.5
3403,2.5,227.5
3404,0,227.5
3405,90,230
3406,87.5,230
3407,85,230
3408,82.5,230
3409,80,230
3410,77.5,230
3411,75,230
3412,72.5,230
3413,70,230
3414,67.5,230
3415,65,230
3416,62.5,230
3417,60,230
3418,57.5,230
3419,55,230
3420,52.5,230
3421,50,230
3422,47.5,230
3423,45,230
3424,42.5,230
3425,40,230
3426,37.5,230
3427,35,230
3428,32.5,230
3429,30,230
3430,27.5,230
3431,25,230
3432,22.5,230
3433,20,230
3434,17.5,230
3435,15,230
3436,12.5,230
3437,10,230
3438,7.5,230
3439,5,230
3440,2.5,230
3441,0,230
3442,90,232.5
3443,87.5,232.5
3444,85,232.5
3445,82.5,232.5
3446,80,232.5
3447,77.5,232.5
3448,75,232.5
3449,72.5,232.5
3450,70,232.5
3451,67.5,232.5
3452,65,232.5
3453,62.5,232.5
3454,60,232.5
3455,57.5,232.5
3456,55,232.5
3457,52.5,232.5
3458,50,232.5
3459,47.5,232.5
3460,45,232.5
3461,42.5,232.5
3462,40,232.5
3463,37.5,232.5
3464,35,232.5
3465,32.5,232.5
3466,30,232.5
3467,27.5,232.5
3468,25,232.5
3469,22.5,232.5
3470,20,232.5
3471,17.5,232.5
3472,15,232.5
3473,12.5,232.5
3474,10,232.5
3475,7.5,232.5
3476,5,232.5
3477,2.5,232.5
3478,0,232.5
3479,90,235
3480,87.5,235
3481,85,235
3482,82.5,235
3483,80,235
3484,77.5,235
3485,75,235
3486,72.5,235
3487,70,235
3488,67.5,235
3489,65,235
3490,62.5,235
3491,60,235
3492,57.5,235
3493,55,235
3494,52.5,235
3495,50,235
3496,47.5,235
3497,45,235
3498,42.5,235
3499,40,235
3500,37.5,235
3501,35,235
3502,32.5,235
3503,30,235
3504,27.5,235
3505,25,235
3506,22.5,235
3507,20,235
3508,17.5,235
3509,15,235
3510,12.5,235
3511,10,235
3512,7.5,235
3513,5,235
3514,2.5,235
3515,0,235
3516,90,237.5
3517,87.5,237.5
3518,85,237.5
3519,82.5,237.5
3520,80,237.5
3521,77.5,237.5
3522,75,237.5
3523,72.5,237.5
3524,70,237.5
3525,67.5,237.5
3526,65,237.5
3527,62.5,237.5
3528,60,237.5
3529,57.5,237.5
3530,55,237.5
3531,52.5,237.5
3532,50,237.5
3533,47.5,237.5
3534,45,237.5
3535,42.5,237.5
3536,40,237.5
3537,37.5,237.5
3538,35,237.5
3539,32.5,237.5
3540,30,237.5
3541,27.5,237.5
3542,25,237.5
3543,22.5,237.5
3544,20,237.5
3545,17.5,237.5
3546,15,237.5
3547,12.5,237.5
3548,10,237.5
3549,7.5,237.5
3550,5,237.5
3551,2.5,237.5
3552,0,237.5
3553,90,240
3554,87.5,240
3555,85,240
3556,82.5,240
3557,80,240
3558,77.5,240
3559,75,240
3560,72.5,240
3561,70,240
3562,67.5,240
3563,65,240
3564,62.5,240
3565,60,240
3566,57.5,240
3567,55,240
3568,52.5,240
3569,50,240
3570,47.5,240
3571,45,240
3572,42.5,240
3573,40,240
3574,37.5,240
3575,35,240
3576,32.5,240
3577,30,240
3578,27.5,240
3579,25,240
3580,22.5,240
3581,20,240
3582,17.5,240
3583,15,240
3584,12.5,240
3585,10,240
3586,7.5,240
3587,5,240
3588,2.5,240
3589,0,240
3590,90,242.5
3591,87.5,242.5
3592,85,242.5
3593,82.5,242.5
3594,80,242.5
3595,77.5,242.5
3596,75,242.5
3597,72.5,242.5
3598,70,242.5
3599,67.5,242.5
3600,65,242.5
3601,62.5,242.5
3602,60,242.5
3603,57.5,242.5
3604,55,242.5
3605,52.5,242.5
3606,50,242.5
3607,47.5,242.5
3608,45,242.5
3609,42.5,242.5
3610,40,242.5
3611,37.5,242.5
3612,35,242.5
3613,32.5,242.5
3614,30,242.5
3615,27.5,242.5
3616,25,242.5
3617,22.5,242.5
3618,20,242.5
3619,17.5,242.5
3620,15,242.5
3621,12.5,242.5
3622,10,242.5
3623,7.5,242.5
3624,5,242.5
3625,2.5,242.5
3626,0,242.5
3627,90,245
3628,87.5,245
3629,85,245
3630,82.5,245
3631,80,245
3632,77.5,245
3633,75,245
3634,72.5,245
3635,70,245
3636,67.5,245
3637,65,245
3638,62.5,245
3639,60,245
3640,57.5,245
3641,55,245
3642,52.5,245
3643,50,245
3644,47.5,245
3645,45,245
3646,42.5,245
3647,40,245
3648,37.5,245
3649,35,245
3650,32.5,245
3651,30,245
3652,27.5,245
3653,25,245
3654,22.5,245
3655,20,245
3656,17.5,245
3657,15,245
3658,12.5,245
3659,10,245
3660,7.5,245
3661,5,245
3662,2.5,245
3663,0,245
3664,90,247.5
3665,87.5,247.5
3666,85,247.5
3667,82.5,247.5
3668,80,247.5
3669,77.5,247.5
3670,75,247.5
3671,72.5,247.5
3672,70,247.5
3673,67.5,247.5
3674,65,247.5
3675,62.5,247.5
3676,60,247.5
3677,57.5,247.5
3678,55,247.5
3679,52.5,247.5
3680,50,247.5
3681,47.5,247.5
3682,45,247.5
3683,42.5,247.5
3684,40,247.5
3685,37.5,247.5
3686,35,247.5
3687,32.5,247.5
3688,30,247.5
3689,27.5,247.5
3690,25,247.5
3691,22.5,247.5
3692,20,247.5
3693,17.5,247.5
3694,15,247.5
3695,12.5,247.5
3696,10,247.5
3697,7.5,247.5
3698,5,247.5
3699,2.5,247.5
3700,0,247.5
3701,90,250
3702,87.5,250
3703,85,250
3704,82.5,250
3705,80,250
3706,77.5,250
3707,75,250
3708,72.5,250
3709,70,250
3710,67.5,250
3711,65,250
3712,62.5,250
3713,60,250
3714,57.5,250
3715,55,250
3716,52.5,250
3717,50,250
3718,47.5,250
3719,45,250
3720,42.5,250
3721,40,250
3722,37.5,250
3723,35,250
3724,32.5,250
3725,30,250
3726,27.5,250
3727,25,250
3728,22.5,250
3729,20,250
3730,17.5,250
3731,15,250
3732,12.5,250
3733,10,250
3734,7.5,250
3735,5,250
3736,2.5,250
3737,0,250
3738,90,252.5
3739,87.5,252.5
3740,85,252.5
3741,82.5,252.5
3742,80,252.5
3743,77.5,252.5
3744,75,252.5
3745,72.5,252.5
3746,70,252.5
3747,67.5,252.5
3748,65,252.5
3749,62.5,252.5
3750,60,252.5
3751,57.5,252.5
3752,55,252.5
3753,52.5,252.5
3754,50,252.5
3755,47.5,252.5
3756,45,252.5
3757,42.5,252.5
3758,40,252.5
3759,37.5,252.5
3760,35,252.5
3761,32.5,252.5
3762,30,252.5
3763,27.5,252.5
3764,25,252.5
3765,22.5,252.5
3766,20,252.5
3767,17.5,252.5
3768,15,252.5
3769,12.5,252.5
3770,10,252.5
3771,7.5,252.5
3772,5,252.5
3773,2.5,252.5
3774,0,252.5
3775,90,255
3776,87.5,255
3777,85,255
3778,82.5,255
3779,80,255
3780,77.5,255
3781,75,255
3782,72.5,255
3783,70,255
3784,67.5,255
3785,65,255
3786,62.5,255
3787,60,255
3788,57.5,255
3789,55,255
3790,52.5,255
3791,50,255
3792,47.5,255
3793,45,255
3794,42.5,255
3795,40,255
3796,37.5,255
3797,35,255
3798,32.5,255
3799,30,255
3800,27.5,255
3801,25,255
3802,22.5,255
3803,20,255
3804,17.5,255
3805,15,255
3806,12.5,255
3807,10,255
3808,7.5,255
3809,5,255
3810,2.5,255
3811,0,255
3812,90,257.5
3813,87.5,257.5
3814,85,257.5
3815,82.5,257.5
3816,80,257.5
3817,77.5,257.5
3818,75,257.5
3819,72.5,257.5
3820,70,257.5
3821,67.5,257.5
3822,65,257.5
3823,62.5,257.5
3824,60,257.5
3825,57.5,257.5
3826,55,257.5
3827,52.5,257.5
3828,50,257.5
3829,47.5,257.5
3830,45,257.5
3831,42.5,257.5
3832,40,257.5
3833,37.5,257.5
3834,35,257.5
3835,32.5,257.5
3836,30,257.5
3837,27.5,257.5
3838,25,257.5
3839,22.5,257.5
3840,20,257.5
3841,17.5,257.5
3842,15,257.5
3843,12.5,257.5
3844,10,257.5
3845,7.5,257.5
3846,5,257.5
3847,2.5,257.5
3848,0,257.5
3849,90,260
3850,87.5,260
3851,85,260
3852,82.5,260
3853,80,260
3854,77.5,260
3855,75,260
3856,72.5,260
3857,70,260
3858,67.5,260
3859,65,260
3860,62.5,260
3861,60,260
3862,57.5,260
3863,55,260
3864,52.5,260
3865,50,260
3866,47.5,260
3867,45,260
3868,42.5,260
3869,40,260
3870,37.5,260
3871,35,260
3872,32.5,260
3873,30,260
3874,27.5,260
3875,25,260
3876,22.5,260
3877,20,260
3878,17.5,260
3879,15,260
3880,12.5,260
3881,10,260
3882,7.5,260
3883,5,260
3884,2.5,260
3885,0,260
3886,90,262.5
3887,87.5,262.5
3888,85,262.5
3889,82.5,262.5
3890,80,262.5
3891,77.5,262.5
3892,75,262.5
3893,72.5,262.5
3894,70,262.5
3895,67.5,262.5
3896,65,262.5
3897,62.5,262.5
3898,60,262.5
3899,57.5,262.5
3900,55,262.5
3901,52.5,262.5
3902,50,262.5
3903,47.5,262.5
3904,45,262.5
3905,42.5,262.5
3906,40,262.5
3907,37.5,262.5
3908,35,262.5
3909,32.5,262.5
3910,30,262.5
3911,27.5,262.5
3912,25,262.5
3913,22.5,262.5
3914,20,262.5
3915,17.5,262.5
3916,15,262.5
3917,12.5,262.5
3918,10,262.5
3919,7.5,262.5
3920,5,262.5
3921,2.5,262.5
3922,0,262.5
3923,90,265
3924,87.5,265
3925,85,265
3926,82.5,265
3927,80,265
3928,77.5,265
3929,75,265
3930,72.5,265
3931,70,265
3932,67.5,265
3933,65,265
3934,62.5,265
3935,60,265
3936,57.5,265
3937,55,265
3938,52.5,265
3939,50,265
3940,47.5,265
3941,45,265
3942,42.5,265
3943,40,265
3944,37.5,265
3945,35,265
3946,32.5,265
3947,30,265
3948,27.5,265
3949,25,265
3950,22.5,265
3951,20,265
3952,17.5,265
3953,15,265
3954,12.5,265
3955,10,265
3956,7.5,265
3957,5,265
3958,2.5,265
3959,0,265
3960,90,267.5
3961,87.5,267.5
3962,85,267.5
3963,82.5,267.5
3964,80,267.5
3965,77.5,267.5
3966,75,267.5
3967,72.5,267.5
3968,70,267.5
3969,67.5,267.5
3970,65,267.5
3971,62.5,267.5
3972,60,267.5
3973,57.5,267.5
3974,55,267.5
3975,52.5,267.5
3976,50,267.5
3977,47.5,267.5
3978,45,267.5
3979,42.5,267.5
3980,40,267.5
3981,37.5,267.5
3982,35,267.5
3983,32.5,267.5
3984,30,267.5
3985,27.5,267.5
3986,25,267.5
3987,22.5,267.5
3988,20,267.5
3989,17.5,267.5
3990,15,267.5
3991,12.5,267.5
3992,10,267.5
3993,7.5,267.5
3994,5,267.5
3995,2.5,267.5
3996,0,267.5
3997,90,270
3998,87.5,270
3999,85,270
4000,82.5,270
4001,80,270
4002,77.5,270
4003,75,270
4004,72.5,270
4005,70,270
4006,67.5,270
4007,65,270
4008,62.5,270
4009,60,270
4010,57.5,270
4011,55,270
4012,52.5,270
4013,50,270
4014,47.5,270
4015,45,270
4016,42.5,270
4017,40,270
4018,37.5,270
4019,35,270
4020,32.5,270
4021,30,270
4022,27.5,270
4023,25,270
4024,22.5,270
4025,20,270
4026,17.5,270
4027,15,270
4028,12.5,270
4029,10,270
4030,7.5,270
4031,5,270
4032,2.5,270
4033,0,270
4034,90,272.5
4035,87.5,272.5
4036,85,272.5
4037,82.5,272.5
4038,80,272.5
4039,77.5,272.5
4040,75,272.5
4041,72.5,272.5
4042,70,272.5
4043,67.5,272.5
4044,65,272.5
4045,62.5,272.5
4046,60,272.5
4047,57.5,272.5
4048,55,272.5
4049,52.5,272.5
4050,50,272.5
4051,47.5,272.5
4052,45,272.5
4053,42.5,272.5
4054,40,272.5
4055,37.5,272.5
4056,35,272.5
4057,32.5,272.5
4058,30,272.5
4059,27.5,272.5
4060,25,272.5
4061,22.5,272.5
4062,20,272.5
4063,17.5,272.5
4064,15,272.5
4065,12.5,272.5
4066,10,272.5
4067,7.5,272.5
4068,5,272.5
4069,2.5,272.5
4070,0,272.5
4071,90,275
4072,87.5,275
4073,85,275
4074,82.5,275
4075,80,275
4076,77.5,275
4077,75,275
4078,72.5,275
4079,70,275
4080,67.5,275
4081,65,275
4082,62.5,275
4083,60,275
4084,57.5,275
4085,55,275
4086,52.5,275
4087,50,275
4088,47.5,275
4089,45,275
4090,42.5,275
4091,40,275
4092,37.5,275
4093,35,275
4094,32.5,275
4095,30,275
4096,27.5,275
4097,25,275
4098,22.5,275
4099,20,275
4100,17.5,275
4101,15,275
4102,12.5,275
4103,10,275
4104,7.5,275
4105,5,275
4106,2.5,275
4107,0,275
4108,90,277.5
4109,87.5,277.5
4110,85,277.5
4111,82.5,277.5
4112,80,277.5
4113,77.5,277.5
4114,75,277.5
4115,72.5,277.5
4116,70,277.5
4117,67.5,277.5
4118,65,277.5
4119,62.5,277.5
4120,60,277.5
4121,57.5,277.5
4122,55,277.5
4123,52.5,277.5
4124,50,277.5
4125,47.5,277.5
4126,45,277.5
4127,42.5,277.5
4128,40,277.5
4129,37.5,277.5
4130,35,277.5
4131,32.5,277.5
4132,30,277.5
4133,27.5,277.5
4134,25,277.5
4135,22.5,277.5
4136,20,277.5
4137,17.5,277.5
4138,15,277.5
4139,12.5,277.5
4140,10,277.5
4141,7.5,277.5
4142,5,277.5
4143,2.5,277.5
4144,0,277.5
4145,90,280
4146,87.5,280
4147,85,280
4148,82.5,280
4149,80,280
4150,77.5,280
4151,75,280
4152,72.5,280
4153,70,280
4154,67.5,280
4155,65,280
4156,62.5,280
4157,60,280
4158,57.5,280
4159,55,280
4160,52.5,280
4161,50,280
4162,47.5,280
4163,45,280
4164,42.5,280
4165,40,280
4166,37.5,280
4167,35,280
4168,32.5,280
4169,30,280
4170,27.5,280
4171,25,280
4172,22.5,280
4173,20,280
4174,17.5,280
4175,15,280
4176,12.5,280
4177,10,280
4178,7.5,280
4179,5,280
4180,2.5,280
4181,0,280
4182,90,282.5
4183,87.5,282.5
4184,85,282.5
4185,82.5,282.5
4186,80,282.5
4187,77.5,282.5
4188,75,282.5
4189,72.5,282.5
4190,70,282.5
4191,67.5,282.5
4192,65,282.5
4193,62.5,282.5
4194,60,282.5
4195,57.5,282.5
4196,55,282.5
4197,52.5,282.5
4198,50,282.5
4199,47.5,282.5
4200,45,282.5
4201,42.5,282.5
4202,40,282.5
4203,37.5,282.5
4204,35,282.5
4205,32.5,282.5
4206,30,282.5
4207,27.5,282.5
4208,25,282.5
4209,22.5,282.5
4210,20,282.5
4211,17.5,282.5
4212,15,282.5
4213,12.5,282.5
4214,10,282.5
4215,7.5,282.5
4216,5,282.5
4217,2.5,282.5
4218,0,282.5
4219,90,285
4220,87.5,285
4221,85,285
4222,82.5,285
4223,80,285
4224,77.5,285
4225,75,285
4226,72.5,285
4227,70,285
4228,67.5,285
4229,65,285
4230,62.5,285
4231,60,285
4232,57.5,285
4233,55,285
4234,52.5,285
4235,50,285
4236,47.5,285
4237,45,285
4238,42.5,285
4239,40,285
4240,37.5,285
4241,35,285
4242,32.5,285
4243,30,285
4244,27.5,285
4245,25,285
4246,22.5,285
4247,20,285
4248,17.5,285
4249,15,285
4250,12.5,285
4251,10,285
4252,7.5,285
4253,5,285
4254,2.5,285
4255,0,285
4256,90,287.5
4257,87.5,287.5
4258,85,287.5
4259,82.5,287.5
4260,80,287.5
4261,77.5,287.5
4262,75,287.5
4263,72.5,287.5
4264,70,287.5
4265,67.5,287.5
4266,65,287.5
4267,62.5,287.5
4268,60,287.5
4269,57.5,287.5
4270,55,287.5
4271,52.5,287.5
4272,50,287.5
4273,47.5,287.5
4274,45,287.5
4275,42.5,287.5
4276,40,287.5
4277,37.5,287.5
4278,35,287.5
4279,32.5,287.5
4280,30,287.5
4281,27.5,287.5
4282,25,287.5
4283,22.5,287.5
4284,20,287.5
4285,17.5,287.5
4286,15,287.5
4287,12.5,287.5
4288,10,287.5
4289,7.5,287.5
4290,5,287.5
4291,2.5,287.5
4292,0,287.5
4293,90,290
4294,87.5,290
4295,85,290
4296,82.5,290
4297,80,290
4298,77.5,290
4299,75,290
4300,72.5,290
4301,70,290
4302,67.5,290
4303,65,290
4304,62.5,290
4305,60,290
4306,57.5,290
4307,55,290
4308,52.5,290
4309,50,290
4310,47.5,290
4311,45,290
4312,42.5,290
4313,40,290
4314,37.5,290
4315,35,290
4316,32.5,290
4317,30,290
4318,27.5,290
4319,25,290
4320,22.5,290
4321,20,290
4322,17.5,290
4323,15,290
4324,12.5,290
4325,10,290
4326,7.5,290
4327,5,290
4328,2.5,290
4329,0,290
4330,90,292.5
4331,87.5,292.5
4332,85,292.5
4333,82.5,292.5
4334,80,292.5
4335,77.5,292.5
4336,75,292.5
4337,72.5,292.5
4338,70,292.5
4339,67.5,292.5
4340,65,292.5
4341,62.5,292.5
4342,60,292.5
4343,57.5,292.5
4344,55,292.5
4345,52.5,292.5
4346,50,292.5
4347,47.5,292.5
4348,45,292.5
4349,42.5,292.5
4350,40,292.5
4351,37.5,292.5
4352,35,292.5
4353,32.5,292.5
4354,30,292.5
4355,27.5,292.5
4356,25,292.5
4357,22.5,292.5
4358,20,292.5
4359,17.5,292.5
4360,15,292.5
4361,12.5,292.5
4362,10,292.5
4363,7.5,292.5
4364,5,292.5
4365,2.5,292.5
4366,0,292.5
4367,90,295
4368,87.5,295
4369,85,295
4370,82.5,295
4371,80,295
4372,77.5,295
4373,75,295
4374,72.5,295
4375,70,295
4376,67.5,295
4377,65,295
4378,62.5,295
4379,60,295
4380,57.5,295
4381,55,295
4382,52.5,295
4383,50,295
4384,47.5,295
4385,45,295
4386,42.5,295
4387,40,295
4388,37.5,295
4389,35,295
4390,32.5,295
4391,30,295
4392,27.5,295
4393,25,295
4394,22.5,295
4395,20,295
4396,17.5,295
4397,15,295
4398,12.5,295
4399,10,295
4400,7.5,295
4401,5,295
4402,2.5,295
4403,0,295
4404,90,297.5
4405,87.5,297.5
4406,85,297.5
4407,82.5,297.5
4408,80,297.5
4409,77.5,297.5
4410,75,297.5
4411,72.5,297.5
4412,70,297.5
4413,67.5,297.5
4414,65,297.5
4415,62.5,297.5
4416,60,297.5
4417,57.5,297.5
4418,55,297.5
4419,52.5,297.5
4420,50,297.5
4421,47.5,297.5
4422,45,297.5
4423,42.5,297.5
4424,40,297.5
4425,37.5,297.5
4426,35,297.5
4427,32.5,297.5
4428,30,297.5
4429,27.5,297.5
4430,25,297.5
4431,22.5,297.5
4432,20,297.5
4433,17.5,297.5
4434,15,297.5
4435,12.5,297.5
4436,10,297.5
4437,7.5,297.5
4438,5,297.5
4439,2.5,297.5
4440,0,297.5
4441,90,300
4442,87.5,300
4443,85,300
4444,82.5,300
4445,80,300
4446,77.5,300
4447,75,300
4448,72.5,300
4449,70,300
4450,67.5,300
4451,65,300
4452,62.5,300
4453,60,300
4454,57.5,300
4455,55,300
4456,52.5,300
4457,50,300
4458,47.5,300
4459,45,300
4460,42.5,300
4461,40,300
4462,37.5,300
4463,35,300
4464,32.5,300
4465,30,300
4466,27.5,300
4467,25,300
4468,22.5,300
4469,20,300
4470,17.5,300
4471,15,300
4472,12.5,300
4473,10,300
4474,7.5,300
4475,5,300
4476,2.5,300
4477,0,300
4478,90,302.5
4479,87.5,302.5
4480,85,302.5
4481,82.5,302.5
4482,80,302.5
4483,77.5,302.5
4484,75,302.5
4485,72.5,302.5
4486,70,302.5
4487,67.5,302.5
4488,65,302.5
4489,62.5,302.5
4490,60,302.5
4491,57.5,302.5
4492,55,302.5
4493,52.5,302.5
4494,50,302.5
4495,47.5,302.5
4496,45,302.5
4497,42.5,302.5
4498,40,302.5
4499,37.5,302.5
4500,35,302.5
4501,32.5,302.5
4502,30,302.5
4503,27.5,302.5
4504,25,302.5
4505,22.5,302.5
4506,20,302.5
4507,17.5,302.5
4508,15,302.5
4509,12.5,302.5
4510,10,302.5
4511,7.5,302.5
4512,5,302.5
4513,2.5,302.5
4514,0,302.5
4515,90,305
4516,87.5,305
4517,85,305
4518,82.5,305
4519,80,305
4520,77.5,305
4521,75,305
4522,72.5,305
4523,70,305
4524,67.5,305
4525,65,305
4526,62.5,305
4527,60,305
4528,57.5,305
4529,55,305
4530,52.5,305
4531,50,305
4532,47.5,305
4533,45,305
4534,42.5,305
4535,40,305
4536,37.5,305
4537,35,305
4538,32.5,305
4539,30,305
4540,27.5,305
4541,25,305
4542,22.5,305
4543,20,305
4544,17.5,305
4545,15,305
4546,12.5,305
4547,10,305
4548,7.5,305
4549,5,305
4550,2.5,305
4551,0,305
4552,90,307.5
4553,87.5,307.5
4554,85,307.5
4555,82.5,307.5
4556,80,307.5
4557,77.5,307.5
4558,75,307.5
4559,72.5,307.5
4560,70,307.5
4561,67.5,307.5
4562,65,307.5
4563,62.5,307.5
4564,60,307.5
4565,57.5,307.5
4566,55,307.5
4567,52.5,307.5
4568,50,307.5
4569,47.5,307.5
4570,45,307.5
4571,42.5,307.5
4572,40,307.5
4573,37.5,307.5
4574,35,307.5
4575,32.5,307.5
4576,30,307.5
4577,27.5,307.5
4578,25,307.5
4579,22.5,307.5
4580,20,307.5
4581,17.5,307.5
4582,15,307.5
4583,12.5,307.5
4584,10,307.5
4585,7.5,307.5
4586,5,307.5
4587,2.5,307.5
4588,0,307.5
4589,90,310
4590,87.5,310
4591,85,310
4592,82.5,310
4593,80,310
4594,77.5,310
4595,75,310
4596,72.5,310
4597,70,310
4598,67.5,310
4599,65,310
4600,62.5,310
4601,60,310
4602,57.5,310
4603,55,310
4604,52.5,310
4605,50,310
4606,47.5,310
4607,45,310
4608,42.5,310
4609,40,310
4610,37.5,310
4611,35,310
4612,32.5,310
4613,30,310
4614,27.5,310
4615,25,310
4616,22.5,310
4617,20,310
4618,17.5,310
4619,15,310
4620,12.5,310
4621,10,310
4622,7.5,310
4623,5,310
4624,2.5,310
4625,0,310
4626,90,312.5
4627,87.5,312.5
4628,85,312.5
4629,82.5,312.5
4630,80,312.5
4631,77.5,312.5
4632,75,312.5
4633,72.5,312.5
4634,70,312.5
4635,67.5,312.5
4636,65,312.5
4637,62.5,312.5
4638,60,312.5
4639,57.5,312.5
4640,55,312.5
4641,52.5,312.5
4642,50,312.5
4643,47.5,312.5
4644,45,312.5
4645,42.5,312.5
4646,40,312.5
4647,37.5,312.5
4648,35,312.5
4649,32.5,312.5
4650,30,312.5
4651,27.5,312.5
4652,25,312.5
4653,22.5,312.5
4654,20,312.5
4655,17.5,312.5
4656,15,312.5
4657,12.5,312.5
4658,10,312.5
4659,7.5,312.5
4660,5,312.5
4661,2.5,312.5
4662,0,312.5
4663,90,315
4664,87.5,315
4665,85,315
4666,82.5,315
4667,80,315
4668,77.5,315
4669,75,315
4670,72.5,315
4671,70,315
4672,67.5,315
4673,65,315
4674,62.5,315
4675,60,315
4676,57.5,315
4677,55,315
4678,52.5,315
4679,50,315
4680,47.5,315
4681,45,315
4682,42.5,315
4683,40,315
4684,37.5,315
4685,35,315
4686,32.5,315
4687,30,315
4688,27.5,315
4689,25,315
4690,22.5,315
4691,20,315
4692,17.5,315
4693,15,315
4694,12.5,315
4695,10,315
4696,7.5,315
4697,5,315
4698,2.5,315
4699,0,315
4700,90,317.5
4701,87.5,317.5
4702,85,317.5
4703,82.5,317.5
4704,80,317.5
4705,77.5,317.5
4706,75,317.5
4707,72.5,317.5
4708,70,317.5
4709,67.5,317.5
4710,65,317.5
4711,62.5,317.5
4712,60,317.5
4713,57.5,317.5
4714,55,317.5
4715,52.5,317.5
4716,50,317.5
4717,47.5,317.5
4718,45,317.5
4719,42.5,317.5
4720,40,317.5
4721,37.5,317.5
4722,35,317.5
4723,32.5,317.5
4724,30,317.5
4725,27.5,317.5
4726,25,317.5
4727,22.5,317.5
4728,20,317.5
4729,17.5,317.5
4730,15,317.5
4731,12.5,317.5
4732,10,317.5
4733,7.5,317.5
4734,5,317.5
4735,2.5,317.5
4736,0,317.5
4737,90,320
4738,87.5,320
4739,85,320
4740,82.5,320
4741,80,320
4742,77.5,320
4743,75,320
4744,72.5,320
4745,70,320
4746,67.5,320
4747,65,320
4748,62.5,320
4749,60,320
4750,57.5,320
4751,55,320
4752,52.5,320
4753,50,320
4754,47.5,320
4755,45,320
4756,42.5,320
4757,40,320
4758,37.5,320
4759,35,320
4760,32.5,320
4761,30,320
4762,27.5,320
4763,25,320
4764,22.5,320
4765,20,320
4766,17.5,320
4767,15,320
4768,12.5,320
4769,10,320
4770,7.5,320
4771,5,320
4772,2.5,320
4773,0,320
4774,90,322.5
4775,87.5,322.5
4776,85,322.5
4777,82.5,322.5
4778,80,322.5
4779,77.5,322.5
4780,75,322.5
4781,72.5,322.5
4782,70,322.5
4783,67.5,322.5
4784,65,322.5
4785,62.5,322.5
4786,60,322.5
4787,57.5,322.5
